148,宝塚市山本西1丁目4番1号
149,宝塚市山本東3丁目14番5号
150,宝塚市向月町19番5号
151,宝塚市すみれガ丘2丁目3番1号
152,宝塚市栄町1丁目19番16号
153,宝塚市御殿山1丁目3番2号
154,宝塚市川面3丁目24番9号
155,宝塚市月見山2丁目2番39号
156,宝塚市武庫川町6番24号
157,宝塚市長尾町2番1号
158,宝塚市中山桜台1丁目1番1号
159,宝塚市南ひばりガ丘2丁目1番1号（第二雲雀丘寮）
160,宝塚市平井5丁目1番40号 山本駅前SELVAビル2階
161,宝塚市仁川北2丁目3番8号
162,宝塚市鹿塩2丁目13番19号
163,宝塚市小林5丁目9番95号
164,宝塚市中筋4丁目4番7号
165,宝塚市小林5丁目9番78号
166,宝塚市売布1丁目17番7号
167,宝塚市口谷西3丁目58番地3
168,宝塚市中筋4丁目11番19号
169,宝塚市仁川団地4番15号
170,宝塚市武庫川町6番25号
171,宝塚市蔵人字深谷1391-1
172,宝塚市川面3丁目24番13号
173,宝塚市栄町1丁目1番57号
174,宝塚市中山寺1丁目17番37号
175,宝塚市山本中2-1-29
176,宝塚市中筋8-11-63
177,宝塚市山本西2丁目6-11
178,宝塚市伊孑志1丁目4-50
179,宝塚市東洋町5-13
180,宝塚市中筋7丁目95-4
181,宝塚市弥生町2-2
182,宝塚市南口1丁目7-21
183,宝塚市すみれガ丘2丁目5-1-14
184,宝塚市清荒神1丁目3-15
185,宝塚市小林5丁目9番82号
186,宝塚市伊孑志4丁目3-1
187,宝塚市栄町2丁目12番11号
188,宝塚市栄町2丁目11番24号
189,宝塚市伊孑志1丁目4番52号
190,宝塚市野上6丁目5番9号
191,宝塚市鶴の荘22番2号
192,宝塚市すみれが丘3丁目5番2
193,宝塚市小浜4丁目5番1号
194,宝塚市安倉西3丁目1番5号
195,宝塚市安倉中6丁目1番2号
196,宝塚市小浜4丁目7番40号
197,宝塚市野上6丁目2番2号
198,宝塚市美座1丁目1番20号
199,宝塚市逆瀬台6丁目1番1号
200,宝塚市安倉中6丁目3番1号
201,宝塚市小浜5丁目15番2号
202,宝塚市安倉中6丁目1番3号
203,宝塚市野上1丁目3番35号
204,宝塚市安倉中3丁目2番1号
205,宝塚市東洋町1番3号
206,宝塚市小浜1丁目2番15号
207,宝塚市逆瀬川1丁目7番11号
